Country,Code,Year,Mismanaged plastic waste per capita (kg per year),"GDP per capita, PPP (constant 2017 international $)"
Malaysia,MYS,1999,,15161.41
Malaysia,MYS,2000,,16089.86
Malaysia,MYS,2001,,15762.78
Malaysia,MYS,2002,,16199.73
Malaysia,MYS,2003,,16723.93
Malaysia,MYS,2004,,17439.76
Malaysia,MYS,2005,,17951.39
Malaysia,MYS,2006,,18535.06
Malaysia,MYS,2007,,19278.42
Malaysia,MYS,2008,,19792.27
Malaysia,MYS,2009,,19110.75
Malaysia,MYS,2010,,20171.88
Malaysia,MYS,2011,,20900.32
Malaysia,MYS,2012,,21690.46
Malaysia,MYS,2013,,22350.91
Malaysia,MYS,2014,,23328.34
Malaysia,MYS,2015,,24151.26
Malaysia,MYS,2016,,24859.8
Malaysia,MYS,2017,,25935.14
Malaysia,MYS,2018,,26835.81
Malaysia,MYS,2020,,25830.97
Malaysia,MYS,2021,,26333.16
Maldives,MDV,2019,0.11,20574.4
Maldives,MDV,1995,,10430.79
Maldives,MDV,1996,,11010.31
Maldives,MDV,1997,,11704.31
Maldives,MDV,1998,,12362.97
Maldives,MDV,1999,,12922.8
Maldives,MDV,2000,,13210.97
Maldives,MDV,2001,,12477.23
Maldives,MDV,2002,,13156.99
Maldives,MDV,2003,,14717.24
Maldives,MDV,2004,,15351.7
Maldives,MDV,2005,,13124.06
Maldives,MDV,2006,,16162.28
Maldives,MDV,2007,,16834.74
Maldives,MDV,2008,,17788.33
Maldives,MDV,2009,,15927.8
Maldives,MDV,2010,,16492.53
Maldives,MDV,2011,,17290.21
Maldives,MDV,2012,,17126.34
Maldives,MDV,2013,,17768.61
Maldives,MDV,2014,,18338.32
Maldives,MDV,2015,,18051.07
Maldives,MDV,2016,,18406.27
Maldives,MDV,2017,,18973.57
Maldives,MDV,2018,,19789.49
Maldives,MDV,2020,,13419.34
Maldives,MDV,2021,,18765.22
Mongolia,MNG,1990,,5030.07
Mongolia,MNG,1991,,4512.11
Mongolia,MNG,1992,,4027.78
Mongolia,MNG,1993,,3842.05
Mongolia,MNG,1994,,3870.86
Mongolia,MNG,1995,,4066.75
Mongolia,MNG,1996,,4110.55
Mongolia,MNG,1997,,4226.37
Mongolia,MNG,1998,,4325.08
Mongolia,MNG,1999,,4415.03
Mongolia,MNG,2000,,4424.65
Mongolia,MNG,2001,,4515.47
Mongolia,MNG,2002,,4687.45
Mongolia,MNG,2003,,4972.26
Mongolia,MNG,2004,,5453.99
Mongolia,MNG,2005,,5800.91
Mongolia,MNG,2006,,6243.61
Mongolia,MNG,2007,,6818.99
Mongolia,MNG,2008,,7346.28
Mongolia,MNG,2009,,7163.8
Mongolia,MNG,2010,,7518.83
Mongolia,MNG,2011,,8685.78
Mongolia,MNG,2012,,9586.72
Mongolia,MNG,2013,,10504.81
Mongolia,MNG,2014,,11107.99
Mongolia,MNG,2015,,11134.8
Mongolia,MNG,2016,,11058.95
Mongolia,MNG,2017,,11431.5
Mongolia,MNG,2018,,12052.29
Mongolia,MNG,2019,,12458.02
Mongolia,MNG,2020,,11666.78
Mongolia,MNG,2021,,11668.43
Myanmar,MMR,2019,8.04,4829.54
Myanmar,MMR,1990,,581.61
Myanmar,MMR,1991,,579.38
Myanmar,MMR,1992,,597.2
Myanmar,MMR,1993,,635.11
Myanmar,MMR,1994,,669.38
Myanmar,MMR,1995,,708.5
Myanmar,MMR,1996,,746.43
Myanmar,MMR,1997,,781.6
Myanmar,MMR,1998,,816.53
Myanmar,MMR,1999,,875.42
Myanmar,MMR,2000,,973.4
Myanmar,MMR,2001,,1083.42
Myanmar,MMR,2002,,1198.09
Myanmar,MMR,2003,,1340.87
Myanmar,MMR,2004,,1511.17
Myanmar,MMR,2005,,1702.31
Myanmar,MMR,2006,,1914.24
Myanmar,MMR,2007,,2137.65
Myanmar,MMR,2008,,2360.54
Myanmar,MMR,2009,,2591.05
Myanmar,MMR,2010,,2830.28
Myanmar,MMR,2011,,3018.46
Myanmar,MMR,2012,,3187.12
Myanmar,MMR,2013,,3409.65
Myanmar,MMR,2014,,3658.59
Myanmar,MMR,2015,,3748.29
Myanmar,MMR,2016,,4109.56
Myanmar,MMR,2017,,4312.95
Myanmar,MMR,2018,,4556.28
Myanmar,MMR,2020,,4947.09
Myanmar,MMR,2021,,4032.63
Nepal,NPL,1990,,1554.6
Nepal,NPL,1991,,1611.36
Nepal,NPL,1992,,1631.23
Nepal,NPL,1993,,1649.01
Nepal,NPL,1994,,1741.31
Nepal,NPL,1995,,1760.45
Nepal,NPL,1996,,1815.31
Nepal,NPL,1997,,1868.78
Nepal,NPL,1998,,1888.29
Nepal,NPL,1999,,1935.69
Nepal,NPL,2000,,2020.86
Nepal,NPL,2001,,2084.2
Nepal,NPL,2002,,2055.72
Nepal,NPL,2003,,2107.64
Nepal,NPL,2004,,2179.09
Nepal,NPL,2005,,2230.79
Nepal,NPL,2006,,2285.51
Nepal,NPL,2007,,2346.26
Nepal,NPL,2008,,2473.94
Nepal,NPL,2009,,2572.18
Nepal,NPL,2010,,2682.7
Nepal,NPL,2011,,2763.83
Nepal,NPL,2012,,2886.1
Nepal,NPL,2013,,2982.29
Nepal,NPL,2014,,3152.29
Nepal,NPL,2015,,3260.04
Nepal,NPL,2016,,3244.67
Nepal,NPL,2017,,3495.53
Nepal,NPL,2018,,3719.31
Nepal,NPL,2019,,3922.08
Nepal,NPL,2020,,3761.8
Nepal,NPL,2021,,3831.95
North Korea,PRK,2019,0.01,
North Korea,PRK,2015,,
Oman,OMN,2019,0.25,33814.11
Oman,OMN,1990,,30462.2
Oman,OMN,1991,,30766.72
Oman,OMN,1992,,31842.56
Oman,OMN,1993,,32354.74
Oman,OMN,1994,,32635.18
Oman,OMN,1995,,33650.86
Oman,OMN,1996,,34090.81
Oman,OMN,1997,,35574.13
Oman,OMN,1998,,35967.32
Oman,OMN,1999,,35573.59
Oman,OMN,2000,,37392.25
Oman,OMN,2001,,38568.32
Oman,OMN,2002,,37683.42
Oman,OMN,2003,,36256.35
Oman,OMN,2004,,36170.68
Oman,OMN,2005,,36388.45
Oman,OMN,2006,,37662.52
Oman,OMN,2007,,38659.35
Oman,OMN,2008,,41114.24
Oman,OMN,2009,,42875.11
Oman,OMN,2010,,40819.94
Oman,OMN,2011,,37745.45
Oman,OMN,2012,,37270.59
Oman,OMN,2013,,36330.48
Oman,OMN,2014,,35032.26
Oman,OMN,2015,,35188.02
Oman,OMN,2016,,35229.95
Oman,OMN,2017,,34218.39
Oman,OMN,2018,,34212.11
Oman,OMN,2020,,33098.21
Oman,OMN,2021,,34294.77
Pakistan,PAK,2019,6.22,5157.55
Pakistan,PAK,1990,,3061.53
Pakistan,PAK,1991,,3114.24
Pakistan,PAK,1992,,3267.29
Pakistan,PAK,1993,,3240.74
Pakistan,PAK,1994,,3265.65
Pakistan,PAK,1995,,3328
Pakistan,PAK,1996,,3384.61
Pakistan,PAK,1997,,3319.87
Pakistan,PAK,1998,,3307.51
Pakistan,PAK,1999,,3331.95
Pakistan,PAK,2000,,3368.68
Pakistan,PAK,2001,,3382.2
Pakistan,PAK,2002,,3381.14
Pakistan,PAK,2003,,3499.02
Pakistan,PAK,2004,,3679.91
Pakistan,PAK,2005,,3836.09
Pakistan,PAK,2006,,3978.02
Pakistan,PAK,2007,,4081.91
Pakistan,PAK,2008,,4061.89
Pakistan,PAK,2009,,4084.83
Pakistan,PAK,2010,,4058.01
Pakistan,PAK,2011,,4082.45
Pakistan,PAK,2012,,4150.33
Pakistan,PAK,2013,,4266.71
Pakistan,PAK,2014,,4403.67
Pakistan,PAK,2015,,4552.61
Pakistan,PAK,2016,,4746.72
Pakistan,PAK,2017,,4891.72
Pakistan,PAK,2018,,5113.43
Pakistan,PAK,2020,,5004.35
Pakistan,PAK,2021,,5232.14
Palestine,PSE,2019,0.43,6245.45
Palestine,PSE,1994,,3951.21
Palestine,PSE,1995,,4047.13
Palestine,PSE,1996,,3916.93
Palestine,PSE,1997,,4294.75
Palestine,PSE,1998,,4786.48
Palestine,PSE,1999,,5052.06
Palestine,PSE,2000,,4503.25
Palestine,PSE,2001,,3980.93
Palestine,PSE,2002,,3395.86
Palestine,PSE,2003,,3774.13
Palestine,PSE,2004,,4485.53
Palestine,PSE,2005,,4866.03
Palestine,PSE,2006,,4695.99
Palestine,PSE,2007,,4750.93
Palestine,PSE,2008,,4965.37
Palestine,PSE,2009,,5250.12
Palestine,PSE,2010,,5411.07
Palestine,PSE,2011,,5782.69
Palestine,PSE,2012,,5985.68
Palestine,PSE,2013,,6118.26
Palestine,PSE,2014,,5967.07
Palestine,PSE,2015,,6048.98
Palestine,PSE,2016,,6438.93
Palestine,PSE,2017,,6401.74
Palestine,PSE,2018,,6318.21
Palestine,PSE,2020,,5402.54
Palestine,PSE,2021,,5643.07
Philippines,PHL,2019,37.23,8731.86
Philippines,PHL,1990,,4232.48
Philippines,PHL,1991,,4115.02
Philippines,PHL,1992,,4035.93
Philippines,PHL,1993,,4027.9
Philippines,PHL,1994,,4106.68
Philippines,PHL,1995,,4197.34
Philippines,PHL,1996,,4337.2
Philippines,PHL,1997,,4450.85
Philippines,PHL,1998,,4322.58
Philippines,PHL,1999,,4364.28
Philippines,PHL,2000,,4455.67
Philippines,PHL,2001,,4495.36
Philippines,PHL,2002,,4567.23
Philippines,PHL,2003,,4703.67
Philippines,PHL,2004,,4914.04
Philippines,PHL,2005,,5058.05
Philippines,PHL,2006,,5227.53
Philippines,PHL,2007,,5465.15
Philippines,PHL,2008,,5596.91
Philippines,PHL,2009,,5574.45
Philippines,PHL,2010,,5876.48
Philippines,PHL,2011,,5995.43
Philippines,PHL,2012,,6298.16
Philippines,PHL,2013,,6610.85
Philippines,PHL,2014,,6917.75
Philippines,PHL,2015,,7235.08
Philippines,PHL,2016,,7616.05
Philippines,PHL,2017,,8001.76
Philippines,PHL,2018,,8365.73
Philippines,PHL,2020,,7773.26
Philippines,PHL,2021,,8094.69
Qatar,QAT,2019,0.54,90840.43
Qatar,QAT,2000,,79400.43
Qatar,QAT,2001,,78498.13
Qatar,QAT,2002,,80083.06
Qatar,QAT,2003,,79140.63
Qatar,QAT,2004,,90782.72
Qatar,QAT,2005,,89448.05
Qatar,QAT,2006,,94361.63
Qatar,QAT,2007,,91736.75
Qatar,QAT,2008,,92067.81
Qatar,QAT,2009,,92450.25
Qatar,QAT,2010,,103902.52
Qatar,QAT,2011,,111879.75
Qatar,QAT,2012,,110931.51
Qatar,QAT,2013,,109625.63
Qatar,QAT,2014,,106141.33
Qatar,QAT,2015,,101971.99
Qatar,QAT,2016,,97783.12
Qatar,QAT,2017,,92177.59
Qatar,QAT,2018,,91461.62
Qatar,QAT,2020,,89019.07
Qatar,QAT,2021,,92862.35
Russia,RUS,2019,2.49,27254.57
Russia,RUS,1990,,21482.75
Russia,RUS,1991,,20340.13
Russia,RUS,1992,,17367.64
Russia,RUS,1993,,15870.61
Russia,RUS,1994,,13880.47
Russia,RUS,1995,,13308.21
Russia,RUS,1996,,12827.12
Russia,RUS,1997,,13028.21
Russia,RUS,1998,,12358.15
Russia,RUS,1999,,13189.79
Russia,RUS,2000,,14569.94
Russia,RUS,2001,,15378.09
Russia,RUS,2002,,16175.1
Russia,RUS,2003,,17434.81
Russia,RUS,2004,,18765.52
Russia,RUS,2005,,20042.81
Russia,RUS,2006,,21757.47
Russia,RUS,2007,,23647.27
Russia,RUS,2008,,24887.85
Russia,RUS,2009,,22939.69
Russia,RUS,2010,,23961.22
Russia,RUS,2011,,24972.08
Russia,RUS,2012,,25933.29
Russia,RUS,2013,,26332.4
Russia,RUS,2014,,26057.16
Russia,RUS,2015,,25488.1
Russia,RUS,2016,,25490.71
Russia,RUS,2017,,25926.44
Russia,RUS,2018,,26656.41
Russia,RUS,2020,,26583.8
Russia,RUS,2021,,27960.1
Saudi Arabia,SAU,2019,0.21,44954.99
Saudi Arabia,SAU,1990,,41984.83
Saudi Arabia,SAU,1991,,46402.72
Saudi Arabia,SAU,1992,,46502.13
Saudi Arabia,SAU,1993,,44415.55
Saudi Arabia,SAU,1994,,43396.65
Saudi Arabia,SAU,1995,,42288.41
Saudi Arabia,SAU,1996,,42237.77
Saudi Arabia,SAU,1997,,41572.9
Saudi Arabia,SAU,1998,,41659.58
Saudi Arabia,SAU,1999,,39066.93
Saudi Arabia,SAU,2000,,40234.82
Saudi Arabia,SAU,2001,,38778.48
Saudi Arabia,SAU,2002,,36789.92
Saudi Arabia,SAU,2003,,39993.48
Saudi Arabia,SAU,2004,,42243.97
Saudi Arabia,SAU,2005,,43253.48
Saudi Arabia,SAU,2006,,42733.89
Saudi Arabia,SAU,2007,,41846.28
Saudi Arabia,SAU,2008,,42780.68
Saudi Arabia,SAU,2009,,40360.4
Saudi Arabia,SAU,2010,,41056.55
Saudi Arabia,SAU,2011,,44054
Saudi Arabia,SAU,2012,,45427.57
Saudi Arabia,SAU,2013,,45674.32
Saudi Arabia,SAU,2014,,46394.9
Saudi Arabia,SAU,2015,,47379.36
Saudi Arabia,SAU,2016,,47210.23
Saudi Arabia,SAU,2017,,45795.51
Saudi Arabia,SAU,2018,,45840.84
Saudi Arabia,SAU,2020,,42891.69
Saudi Arabia,SAU,2021,,44339.31
Singapore,SGP,2019,0.43,98283.31
Singapore,SGP,1990,,37289.75
Singapore,SGP,1991,,38667.75
Singapore,SGP,1992,,40014.82
Singapore,SGP,1993,,43486.23
Singapore,SGP,1994,,46819.52
Singapore,SGP,1995,,48677.59
Singapore,SGP,1996,,50230.88
Singapore,SGP,1997,,52611.79
Singapore,SGP,1998,,49740.25
Singapore,SGP,1999,,52166.02
Singapore,SGP,2000,,55904.23
Singapore,SGP,2001,,53833.73
Singapore,SGP,2002,,55437.56
Singapore,SGP,2003,,58819.96
Singapore,SGP,2004,,63862.13
Singapore,SGP,2005,,66973.55
Singapore,SGP,2006,,70756.45
Singapore,SGP,2007,,73992.13
Singapore,SGP,2008,,71464.93
Singapore,SGP,2009,,69430.48
Singapore,SGP,2010,,78115.21
Singapore,SGP,2011,,81258.09
Singapore,SGP,2012,,82805.62
Singapore,SGP,2013,,85400.73
Singapore,SGP,2014,,87616.64
Singapore,SGP,2015,,89160.73
Singapore,SGP,2016,,91146.09
Singapore,SGP,2017,,95310.34
Singapore,SGP,2018,,98336.95
Singapore,SGP,2020,,94505.63
Singapore,SGP,2021,,106032.23
South Korea,KOR,2019,0.24,42758.59
South Korea,KOR,1990,,12656.4
South Korea,KOR,1991,,13882.42
South Korea,KOR,1992,,14590.53
South Korea,KOR,1993,,15436.39
South Korea,KOR,1994,,16698.28
South Korea,KOR,1995,,18120.49
South Korea,KOR,1996,,19364.94
South Korea,KOR,1997,,20367.98
South Korea,KOR,1998,,19184.23
South Korea,KOR,1999,,21232.61
South Korea,KOR,2000,,22963.64
South Korea,KOR,2001,,23893.9
South Korea,KOR,2002,,25591.4
South Korea,KOR,2003,,26260.37
South Korea,KOR,2004,,27515.95
South Korea,KOR,2005,,28640.71
South Korea,KOR,2006,,29990.52
South Korea,KOR,2007,,31569.93
South Korea,KOR,2008,,32275.13
South Korea,KOR,2009,,32363.97
South Korea,KOR,2010,,34394.49
South Korea,KOR,2011,,35388.98
South Korea,KOR,2012,,36049.2
South Korea,KOR,2013,,37021.13
South Korea,KOR,2014,,37967.48
South Korea,KOR,2015,,38828.74
South Korea,KOR,2016,,39814.66
South Korea,KOR,2017,,40957.42
South Korea,KOR,2018,,41965.89
South Korea,KOR,2020,,42396.76
South Korea,KOR,2021,,44232.21
Sri Lanka,LKA,2019,7.29,13639.02
Sri Lanka,LKA,1990,,4011.66
Sri Lanka,LKA,1991,,4145.95
Sri Lanka,LKA,1992,,4279.3
Sri Lanka,LKA,1993,,4526.59
Sri Lanka,LKA,1994,,4735.26
Sri Lanka,LKA,1995,,4955.05
Sri Lanka,LKA,1996,,5108.52
Sri Lanka,LKA,1997,,5405.25
Sri Lanka,LKA,1998,,5630.65
Sri Lanka,LKA,1999,,5841.74
Sri Lanka,LKA,2000,,6154.55
Sri Lanka,LKA,2001,,6016.46
Sri Lanka,LKA,2002,,6205.53
Sri Lanka,LKA,2003,,6518.9
Sri Lanka,LKA,2004,,6816.03
Sri Lanka,LKA,2005,,7182.99
Sri Lanka,LKA,2006,,7674.51
Sri Lanka,LKA,2007,,8135.8
Sri Lanka,LKA,2008,,8558.66
Sri Lanka,LKA,2009,,8800.11
Sri Lanka,LKA,2010,,9440.67
Sri Lanka,LKA,2011,,10190.35
Sri Lanka,LKA,2012,,11055.63
Sri Lanka,LKA,2013,,11414.17
Sri Lanka,LKA,2014,,12029.38
Sri Lanka,LKA,2015,,12420.55
Sri Lanka,LKA,2016,,12904.85
Sri Lanka,LKA,2017,,13584.19
Sri Lanka,LKA,2018,,13753.06
Sri Lanka,LKA,2020,,13095.76
Sri Lanka,LKA,2021,,13386.68
Syria,SYR,2019,0.03,
Syria,SYR,2015,,
Taiwan,TWN,2019,0.32,
Taiwan,TWN,2015,,
Tajikistan,TJK,1990,,3990.9
Tajikistan,TJK,1991,,3615.17
Tajikistan,TJK,1992,,2521.43
Tajikistan,TJK,1993,,2085.21
Tajikistan,TJK,1994,,1616.69
Tajikistan,TJK,1995,,1389.11
Tajikistan,TJK,1996,,1134.23
Tajikistan,TJK,1997,,1137.93
Tajikistan,TJK,1998,,1190.66
Tajikistan,TJK,1999,,1228.17
Tajikistan,TJK,2000,,1312.71
Tajikistan,TJK,2001,,1408
Tajikistan,TJK,2002,,1528.36
Tajikistan,TJK,2003,,1663.24
Tajikistan,TJK,2004,,1799.83
Tajikistan,TJK,2005,,1884.96
Tajikistan,TJK,2006,,1980.25
Tajikistan,TJK,2007,,2095.81
Tajikistan,TJK,2008,,2219.32
Tajikistan,TJK,2009,,2261.43
Tajikistan,TJK,2010,,2360.02
Tajikistan,TJK,2011,,2481.57
Tajikistan,TJK,2012,,2610.17
Tajikistan,TJK,2013,,2741.22
Tajikistan,TJK,2014,,2858.24
Tajikistan,TJK,2015,,2959.99
Tajikistan,TJK,2016,,3091.23
Tajikistan,TJK,2017,,3236.44
Tajikistan,TJK,2018,,3405.09
Tajikistan,TJK,2019,,3575.28
Tajikistan,TJK,2020,,3651.94
Tajikistan,TJK,2021,,3903.32
Thailand,THA,2019,19.56,18003.67
Thailand,THA,1990,,7273.06
Thailand,THA,1991,,7772.86
Thailand,THA,1992,,8277.35
Thailand,THA,1993,,8830.58
Thailand,THA,1994,,9401.07
Thailand,THA,1995,,10025.09
Thailand,THA,1996,,10453.39
Thailand,THA,1997,,10035.87
Thailand,THA,1998,,9156.22
Thailand,THA,1999,,9467.92
Thailand,THA,2000,,9791.9
Thailand,THA,2001,,10036.33
Thailand,THA,2002,,10558.47
Thailand,THA,2003,,11220.68
Thailand,THA,2004,,11828.84
Thailand,THA,2005,,12228.66
Thailand,THA,2006,,12739.74
Thailand,THA,2007,,13330.21
Thailand,THA,2008,,13459.25
Thailand,THA,2009,,13270.62
Thailand,THA,2010,,14172.22
Thailand,THA,2011,,14199.28
Thailand,THA,2012,,15129.9
Thailand,THA,2013,,15442.38
Thailand,THA,2014,,15509.18
Thailand,THA,2015,,15919.37
Thailand,THA,2016,,16393.31
Thailand,THA,2017,,17008.04
Thailand,THA,2018,,17669.05
Thailand,THA,2020,,16848.58
Thailand,THA,2021,,17077.04
Turkey,TUR,2019,19.85,28150.06
Turkey,TUR,1990,,12535.92
Turkey,TUR,1991,,12398.66
Turkey,TUR,1992,,12796.13
Turkey,TUR,1993,,13536.22
Turkey,TUR,1994,,12679.88
Turkey,TUR,1995,,13449.28
Turkey,TUR,1996,,14205.07
Turkey,TUR,1997,,15036.18
Turkey,TUR,1998,,15159
Turkey,TUR,1999,,14445.39
Turkey,TUR,2000,,15223.35
Turkey,TUR,2001,,14136.67
Turkey,TUR,2002,,14839.13
Turkey,TUR,2003,,15488.11
Turkey,TUR,2004,,16775.08
Turkey,TUR,2005,,18038.81
Turkey,TUR,2006,,19043.62
Turkey,TUR,2007,,19757.82
Turkey,TUR,2008,,19680.94
Turkey,TUR,2009,,18497.01
Turkey,TUR,2010,,19790.07
Turkey,TUR,2011,,21716.27
Turkey,TUR,2012,,22422.54
Turkey,TUR,2013,,23912.73
Turkey,TUR,2014,,24600.52
Turkey,TUR,2015,,25594.66
Turkey,TUR,2016,,25996.97
Turkey,TUR,2017,,27582.83
Turkey,TUR,2018,,28157.98
Turkey,TUR,2020,,28473.21
Turkey,TUR,2021,,31466.56
Turkmenistan,TKM,1990,,7137.6
Turkmenistan,TKM,1991,,6628.06
Turkmenistan,TKM,1992,,5485.97
Turkmenistan,TKM,1993,,5422.79
Turkmenistan,TKM,1994,,4374.7
Turkmenistan,TKM,1995,,3969.83
Turkmenistan,TKM,1996,,4162.46
Turkmenistan,TKM,1997,,3635.06
Turkmenistan,TKM,1998,,3833.54
Turkmenistan,TKM,1999,,4397.05
Turkmenistan,TKM,2000,,4568.46
Turkmenistan,TKM,2001,,4699.07
Turkmenistan,TKM,2002,,4647.12
Turkmenistan,TKM,2003,,4738.5
Turkmenistan,TKM,2004,,4912.67
Turkmenistan,TKM,2005,,5478
Turkmenistan,TKM,2006,,5995.36
Turkmenistan,TKM,2007,,6564.5
Turkmenistan,TKM,2008,,7418.48
Turkmenistan,TKM,2009,,7748.14
Turkmenistan,TKM,2010,,8321.22
Turkmenistan,TKM,2011,,9379.14
Turkmenistan,TKM,2012,,10233.4
Turkmenistan,TKM,2013,,11071.52
Turkmenistan,TKM,2014,,11989.65
Turkmenistan,TKM,2015,,12540.28
Turkmenistan,TKM,2016,,13086.01
Turkmenistan,TKM,2017,,13703.51
Turkmenistan,TKM,2018,,14321.14
Turkmenistan,TKM,2019,,14992.6
United Arab Emirates,ARE,2019,0.53,71782.16
United Arab Emirates,ARE,1990,,105893.63
United Arab Emirates,ARE,1991,,101048.7
United Arab Emirates,ARE,1992,,99106.79
United Arab Emirates,ARE,1993,,95524.45
United Arab Emirates,ARE,1994,,97475.98
United Arab Emirates,ARE,1995,,99510.35
United Arab Emirates,ARE,1996,,99602.62
United Arab Emirates,ARE,1997,,100956.7
United Arab Emirates,ARE,1998,,95185.31
United Arab Emirates,ARE,1999,,92368.81
United Arab Emirates,ARE,2000,,96835.89
United Arab Emirates,ARE,2001,,93106.2
United Arab Emirates,ARE,2002,,90661.73
United Arab Emirates,ARE,2003,,93989.96
United Arab Emirates,ARE,2004,,98342.23
United Arab Emirates,ARE,2005,,96188.13
United Arab Emirates,ARE,2006,,92323.56
United Arab Emirates,ARE,2007,,79468.99
United Arab Emirates,ARE,2008,,68909.61
United Arab Emirates,ARE,2009,,57094.79
United Arab Emirates,ARE,2010,,54664.61
United Arab Emirates,ARE,2011,,57815.17
United Arab Emirates,ARE,2012,,59949.25
United Arab Emirates,ARE,2013,,62354.82
United Arab Emirates,ARE,2014,,64334.09
United Arab Emirates,ARE,2015,,68076.63
United Arab Emirates,ARE,2016,,71244.59
United Arab Emirates,ARE,2017,,71182.37
United Arab Emirates,ARE,2018,,71550.56
United Arab Emirates,ARE,2020,,67668.29
United Arab Emirates,ARE,2021,,69733.8
Uzbekistan,UZB,1990,,3638.88
Uzbekistan,UZB,1991,,3544.59
Uzbekistan,UZB,1992,,3074.66
Uzbekistan,UZB,1993,,2936.45
Uzbekistan,UZB,1994,,2729.64
Uzbekistan,UZB,1995,,2656.63
Uzbekistan,UZB,1996,,2650.61
Uzbekistan,UZB,1997,,2736.37
Uzbekistan,UZB,1998,,2808.46
Uzbekistan,UZB,1999,,2897.82
Uzbekistan,UZB,2000,,2967.6
Uzbekistan,UZB,2001,,3052.28
Uzbekistan,UZB,2002,,3134.96
Uzbekistan,UZB,2003,,3229.85
Uzbekistan,UZB,2004,,3430.63
Uzbekistan,UZB,2005,,3626.62
Uzbekistan,UZB,2006,,3849.59
Uzbekistan,UZB,2007,,4154.7
Uzbekistan,UZB,2008,,4457.7
Uzbekistan,UZB,2009,,4736
Uzbekistan,UZB,2010,,4953.96
Uzbekistan,UZB,2011,,5185.68
Uzbekistan,UZB,2012,,5472.83
Uzbekistan,UZB,2013,,5781.16
Uzbekistan,UZB,2014,,6075.19
Uzbekistan,UZB,2015,,6401.12
Uzbekistan,UZB,2016,,6663.95
Uzbekistan,UZB,2017,,6840.71
Uzbekistan,UZB,2018,,7082.93
Uzbekistan,UZB,2019,,7348.15
Uzbekistan,UZB,2020,,7344.22
Uzbekistan,UZB,2021,,7734.83
Vietnam,VNM,2019,11.54,10252.01
Vietnam,VNM,1990,,2099.39
Vietnam,VNM,1991,,2177.47
Vietnam,VNM,1992,,2317.27
Vietnam,VNM,1993,,2455.51
Vietnam,VNM,1994,,2623.72
Vietnam,VNM,1995,,2825.02
Vietnam,VNM,1996,,3039.94
Vietnam,VNM,1997,,3239.68
Vietnam,VNM,1998,,3378.9
Vietnam,VNM,1999,,3495.1
Vietnam,VNM,2000,,3690.87
Vietnam,VNM,2001,,3879.34
Vietnam,VNM,2002,,4082.37
Vietnam,VNM,2003,,4319.37
Vietnam,VNM,2004,,4597.76
Vietnam,VNM,2005,,4895.35
Vietnam,VNM,2006,,5186.43
Vietnam,VNM,2007,,5503.07
Vietnam,VNM,2008,,5757.92
Vietnam,VNM,2009,,6006.58
Vietnam,VNM,2010,,6324.53
Vietnam,VNM,2011,,6658.67
Vietnam,VNM,2012,,6950.29
Vietnam,VNM,2013,,7257.73
Vietnam,VNM,2014,,7641.91
Vietnam,VNM,2015,,8091.09
Vietnam,VNM,2016,,8545.7
Vietnam,VNM,2017,,9050.69
Vietnam,VNM,2018,,9636.01
Vietnam,VNM,2020,,10450.62
Vietnam,VNM,2021,,10628.22
Yemen,YEM,2019,10,
Yemen,YEM,2015,,
Yemen Arab Republic,OWID_YAR,2015,,
Yemen People's Republic,OWID_YPR,2015,,
East Timor,TLS,2019,13.34,3737.8
East Timor,TLS,2000,,2314.81
East Timor,TLS,2001,,2649.07
East Timor,TLS,2002,,2426.36
East Timor,TLS,2003,,2329.66
East Timor,TLS,2004,,2291.34
East Timor,TLS,2005,,2303.01
East Timor,TLS,2006,,2152.08
East Timor,TLS,2007,,2315.21
East Timor,TLS,2008,,2520.29
East Timor,TLS,2009,,2717.44
East Timor,TLS,2010,,2908.33
East Timor,TLS,2011,,3013.74
East Timor,TLS,2012,,3091.56
East Timor,TLS,2013,,3121.96
East Timor,TLS,2014,,3197.5
East Timor,TLS,2015,,3228.68
East Timor,TLS,2016,,3286.79
East Timor,TLS,2017,,3138.44
East Timor,TLS,2018,,3070.81
East Timor,TLS,2020,,4856.52
East Timor,TLS,2021,,5032.41
